repeat_id,family,base_instance_id,variant,instance_id,event_audit_role,symmetry_strength,control_type,scale,scale_key,benchmark_role,family_scale,variant_role,permutation_variant,source,plain_solved,neutral_solved,static_solved,cached_trace_solved,adapter_solved,neutral_degradation,static_degradation,adapter_degradation,neutral_lost_from_plain,static_lost_after_neutral,adapter_lost_after_static,primary_attribution,missing_methods,static_minus_neutral_final_cpu,cached_minus_static_protocol_time,adapter_minus_cached_protocol_time,weighted_binary_input_delta_final_cpu,weighted_binary_input_delta_protocol_time,weighted_binary_input_delta_final_decisions,weighted_binary_input_delta_final_conflicts,static_weights_delta_final_cpu,static_weights_delta_protocol_time,static_weights_delta_final_decisions,static_weights_delta_final_conflicts,event_collection_overhead_delta_final_cpu,event_collection_overhead_delta_protocol_time,event_collection_overhead_delta_final_decisions,event_collection_overhead_delta_final_conflicts,adapter_delta_inference_delta_final_cpu,adapter_delta_inference_delta_protocol_time,adapter_delta_inference_delta_final_decisions,adapter_delta_inference_delta_final_conflicts,adapter_inference_wall_time,warmup_decisions,warmup_conflicts,events_available,event_state_nonzero_vars,event_state_l2_sum,event_adapter_graph_gate_open,event_adapter_graph_gate_evidence
0,complete_coloring,k10_color9,base,k10_color9,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.1878000000000002,0.011373752398908366,-0.4454896225738523,0.08544000000000018,0.08544000000000018,-18632.0,-14898.0,-0.1878000000000002,0.6338319084167479,-389.0,-519.0,0.0,0.011373752398908366,0.0,0.0,-0.5042299999999997,-0.4454896225738523,18162.0,19145.0,0.05874037742614746,9.0,3.0,True,90,195.45620727539062,True,1.0986123085021973
0,complete_coloring,k10_color9,perm_seed1730,k10_color9_perm1730,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.48382000000000014,0.004899161949574626,-0.19631962257385283,-0.43076000000000025,-0.43076000000000025,-129851.0,-120061.0,-0.48382000000000014,0.33781190841674835,-36014.0,-32857.0,0.0,0.004899161949574626,0.0,0.0,-0.25505999999999984,-0.19631962257385283,85350.0,80313.0,0.05874037742614746,9.0,3.0,True,90,194.30953979492188,True,1.0986123085021973
0,complete_coloring,k10_color9,perm_seed1731,k10_color9_perm1731,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,1.01296,0.00715376378750765,-0.7163096225738528,0.10410999999999992,0.10410999999999992,-49664.0,-42835.0,1.01296,1.8345919084167481,0.0,0.0,0.0,0.00715376378750765,0.0,0.0,-0.7750500000000002,-0.7163096225738528,41376.0,42816.0,0.05874037742614746,9.0,3.0,True,90,193.47189331054688,True,1.0986123085021973
0,complete_coloring,k8_color7,base,k8_color7,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,3.800000000000331e-05,0.0019501429752111221,0.04748237742614736,-0.011581000000000001,-0.011581000000000001,-212.0,-160.0,3.800000000000331e-05,0.8216699084167481,0.0,0.0,0.0,0.0019501429752111221,0.0,0.0,-0.011258000000000004,0.04748237742614736,-456.0,-387.0,0.05874037742614746,7.0,3.0,True,56,125.01708984375,True,1.0986123085021973
0,complete_coloring,k8_color7,perm_seed1730,k8_color7_perm1730,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.0012929999999999955,0.0015700511974692244,0.04039937742614741,0.00010399999999999993,0.00010399999999999993,126.0,72.0,0.0012929999999999955,0.8229249084167481,0.0,0.0,0.0,0.0015700511974692244,0.0,0.0,-0.018341,0.04039937742614741,-578.0,-496.0,0.05874037742614746,7.0,3.0,True,56,125.11299133300781,True,1.0986123085021973
0,complete_coloring,k8_color7,perm_seed1731,k8_color7_perm1731,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.005651999999999997,0.0008756453171372414,0.029201377426147368,0.0078029999999999974,0.0078029999999999974,348.0,370.0,0.005651999999999997,0.827283908416748,0.0,0.0,0.0,0.0008756453171372414,0.0,0.0,-0.029539,0.029201377426147368,-83.0,-87.0,0.05874037742614746,7.0,3.0,True,56,125.51768493652344,True,1.0986123085021973
0,complete_coloring,k9_color8,base,k9_color8,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.018641999999999936,0.009141975045442674,-0.18890862257385255,0.025036000000000058,0.025036000000000058,-2205.0,-2391.0,0.018641999999999936,0.8402739084167479,-833.0,-702.0,0.0,0.009141975045442674,0.0,0.0,-0.24764899999999995,-0.18890862257385255,-3972.0,-3590.0,0.05874037742614746,8.0,3.0,True,72,158.36375427246094,True,1.0986123085021973
0,complete_coloring,k9_color8,perm_seed1730,k9_color8_perm1730,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.018700999999999968,0.00877951251316067,-0.2785606225738526,0.30707900000000005,0.30707900000000005,6086.0,5874.0,0.018700999999999968,0.840332908416748,0.0,0.0,0.0,0.00877951251316067,0.0,0.0,-0.337301,-0.2785606225738526,-1442.0,-1494.0,0.05874037742614746,10.0,3.0,True,72,157.64891052246094,True,1.0986123085021973
0,complete_coloring,k9_color8,perm_seed1731,k9_color8_perm1731,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.08564300000000002,0.0035003327951431684,-0.26172572528076177,0.13006799999999996,0.13006799999999996,402.0,340.0,0.08564300000000002,0.23061961590576174,0.0,0.0,0.0,0.0035003327951431684,0.0,0.0,-0.331837,-0.26172572528076177,-5272.0,-4615.0,0.07011127471923828,8.0,3.0,True,72,158.0809783935547,True,1.0986123085021973
0,php,php_p10_h9,base,php_p10_h9,event,strong,strong_symmetry,large,p10_h9,main,php:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.025150000000000006,0.006950270545601711,-0.2464087252807614,0.18451999999999957,0.18451999999999957,-18632.0,-14898.0,0.025150000000000006,0.17012661590576172,-389.0,-519.0,0.0,0.006950270545601711,0.0,0.0,-0.3165199999999997,-0.2464087252807614,18162.0,19145.0,0.07011127471923828,9.0,3.0,True,90,195.45620727539062,True,1.0986123085021973
0,php,php_p10_h9,perm_seed1730,php_p10_h9_perm1730,event,strong,strong_symmetry,large,p10_h9,main,php:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.2626299999999997,0.008770801995754418,-0.7824287252807616,-0.42178000000000004,-0.42178000000000004,-129851.0,-120061.0,0.2626299999999997,0.4076066159057614,-36014.0,-32857.0,0.0,0.008770801995754418,0.0,0.0,-0.8525399999999999,-0.7824287252807616,85350.0,80313.0,0.07011127471923828,9.0,3.0,True,90,194.30953979492188,True,1.0986123085021973
0,php,php_p10_h9,perm_seed1731,php_p10_h9_perm1731,event,strong,strong_symmetry,large,p10_h9,main,php:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.17520999999999987,0.004299527496040234,-0.170168725280762,0.34853000000000023,0.34853000000000023,-49664.0,-42835.0,0.17520999999999987,0.3201866159057616,0.0,0.0,0.0,0.004299527496040234,0.0,0.0,-0.24028000000000027,-0.170168725280762,41376.0,42816.0,0.07011127471923828,9.0,3.0,True,90,193.47189331054688,True,1.0986123085021973
0,php,php_p9_h8,base,php_p9_h8,event,strong,strong_symmetry,large,p9_h8,main,php:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.036993000000000054,0.004371402400672464,-0.16695172528076174,0.05112400000000006,0.05112400000000006,-2205.0,-2391.0,-0.036993000000000054,0.10798361590576167,-833.0,-702.0,0.0,0.004371402400672464,0.0,0.0,-0.23706299999999997,-0.16695172528076174,-3972.0,-3590.0,0.07011127471923828,8.0,3.0,True,72,158.36375427246094,True,1.0986123085021973
