file,Result,time,wall_time,external_timeout,returncode,stdout_head,stderr_head
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_10.cnf,SATISFIABLE,0.5029693301767111,0.5029693301767111,False,10,"['s SATISFIABLE', 'v -1 2 3 -4 -5 -6 7 8 9 10 11 -12 -13 14 15 16 -17 -18 -19 20 21 -22 -23 -24', 'v -25 26 -27 -28 29 30 31 -32 -33 34 35 -36 37 -38 -39 -40 -41 42 43 44 45 -46']",[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_102.cnf,UNKNOWN,55.0,55.008344165980816,False,0,['c UNKNOWN'],[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_0.cnf,UNKNOWN,55.0,55.00930218724534,False,0,['c UNKNOWN'],[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_101.cnf,UNKNOWN,55.0,55.008696612901986,False,0,['c UNKNOWN'],[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_103.cnf,UNKNOWN,55.0,55.006659606006,False,0,['c UNKNOWN'],[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_123.cnf,SATISFIABLE,1.214511392172426,1.214511392172426,False,10,"['s SATISFIABLE', 'v -1 -2 3 -4 -5 6 -7 -8 -9 10 -11 -12 13 14 -15 16 17 -18 19 20 21 22 -23 24', 'v -25 -26 27 -28 29 -30 31 -32 -33 -34 35 36 37 38 -39 -40 41 42 -43 -44 45']",[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_14.cnf,SATISFIABLE,1.1702094972133636,1.1702094972133636,False,10,"['s SATISFIABLE', 'v 1 2 -3 -4 5 6 7 -8 -9 -10 -11 -12 -13 14 15 -16 -17 -18 19 20 -21 22 23 -24', 'v -25 -26 27 28 -29 -30 -31 -32 33 34 35 36 37 -38 39 40 41 42 43 44 45 -46']",[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_128.cnf,SATISFIABLE,2.090228709857911,2.090228709857911,False,10,"['s SATISFIABLE', 'v -1 -2 3 -4 -5 -6 7 8 -9 10 11 12 13 14 15 16 17 -18 -19 20 21 22 23 -24 -25', 'v 26 27 -28 -29 -30 31 32 -33 -34 35 36 37 -38 -39 -40 -41 -42 -43 -44 -45 -46']",[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_20.cnf,SATISFIABLE,1.087526949122548,1.087526949122548,False,10,"['s SATISFIABLE', 'v -1 2 3 -4 -5 -6 -7 8 -9 -10 11 12 13 14 15 16 17 -18 -19 -20 -21 -22 -23 24', 'v -25 26 27 28 29 30 31 32 33 -34 35 -36 -37 -38 39 -40 -41 42 43 -44 -45 46']",[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_59.cnf,SATISFIABLE,0.4593699271790683,0.4593699271790683,False,10,"['s SATISFIABLE', 'v 1 2 3 -4 5 -6 7 -8 9 -10 -11 12 -13 14 15 -16 17 18 19 20 21 -22 -23 24 25', 'v -26 -27 -28 -29 30 31 32 33 -34 35 -36 -37 -38 39 40 -41 -42 -43 44 45 -46']",[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_196.cnf,SATISFIABLE,2.331489506177604,2.331489506177604,False,10,"['s SATISFIABLE', 'v 1 2 -3 -4 -5 6 -7 8 -9 10 -11 12 -13 14 -15 16 17 18 19 -20 -21 22 23 -24', 'v -25 26 27 28 29 -30 31 32 33 -34 35 -36 37 -38 -39 -40 41 42 43 44 45 46 -47']",[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_82.cnf,SATISFIABLE,2.271869671996683,2.271869671996683,False,10,"['s SATISFIABLE', 'v -1 -2 3 -4 -5 6 -7 8 -9 -10 11 -12 -13 14 15 16 17 18 19 20 21 22 23 24 25', 'v 26 -27 28 29 30 31 -32 33 -34 35 -36 -37 -38 39 -40 -41 -42 43 -44 45 46 47']",[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_104.cnf,UNKNOWN,55.0,55.007531887851655,False,0,['c UNKNOWN'],[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_188.cnf,UNKNOWN,55.0,55.00683387089521,False,0,['c UNKNOWN'],[]
/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_66.cnf,UNKNOWN,55.0,55.0070712948218,False,0,['c UNKNOWN'],[]
